@relation activity_recognition_labeled

@attribute "X8" numeric
@attribute "Z3" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "YSTANDDEV" numeric
@attribute class{ "Sitting" , "Active" }

@data
0.09,0.09,1.88,1537.5,4350,8.27,?
0.08,0.1,1.74,2400,1100,8.49,?
0.1,0.09,1.97,880,733.33,8.4,?
0.08,0.1,1.89,2325,3325,8.71,?
0.1,0.12,1.83,1862.5,575,8.39,?
0.09,0.09,1.9,1925,1683.33,8.86,?
0.1,0.09,1.63,2800,1590,8.39,?
0.09,0.09,1.73,1960,1925,8.61,?
0.1,0.14,1.78,2000,1762.5,8.76,?
0.09,0.1,1.96,2616.67,1212.5,8.43,?
0.12,0.18,1.92,1450,1333.33,8.29,?
0.1,0.09,1.93,1900,1600,8.55,?
0.13,0.11,1.82,2312.5,2350,8.08,?
0.1,0.11,1.86,2150,2125,8.66,?
0.08,0.12,1.7,1750,3025,8.47,?
0.09,0.12,1.7,2150,1380,8.66,?
0.15,0.11,1.55,1640,1166.67,8.73,?
0.02,0.03,0.34,400,550,9.38,?
0,0.1,-0.55,1133.33,2950,3.05,?
0.01,0.09,-0.17,1816.67,2700,3.38,?
0,0.13,-0.38,3325,2625,3.9,?
0.01,0.12,-0.04,2283.33,1825,3.49,?
0,0.08,0,3100,1950,3.31,?
0,0.08,0.18,2475,3450,3.32,?
0,0.1,-0.1,3575,2100,3.37,?
0,0.07,-0.17,1500,3016.67,3.5,?
0,0.13,0.15,1310,2725,3.65,?
0,0.1,0.81,2900,1116.67,3.53,?
0.01,0.09,0.55,1475,2275,3.67,?
0.01,0.1,0.17,2425,1283.33,3.88,?
0,0.1,0.5,1616.67,900,3.55,?
0,0.13,0.52,4750,1575,4.15,?
0,0.13,0.65,1500,1650,3.53,?
0,0.12,0.66,1025,2725,3.54,?
0,0.07,0.74,3550,1750,3.49,?
0,0.07,0.51,1975,1833.33,3.87,?
0,0.13,0.75,4050,3275,3.52,?
0,0.14,0.51,2300,2087.5,3.95,?
0,0.09,0.68,4000,2225,3.95,?
0.01,0.1,0.57,3350,1466.67,3.97,?
0.01,0.16,0.71,2175,2683.33,3.79,?
0,0.09,0.53,2900,2900,3.76,?
0.01,0.07,0.71,4150,4900,3.52,?
0,0.16,0.67,1050,2383.33,3.71,?
0.01,0.11,0.26,275,2450,4.45,?
0,0.18,0.39,4000,2550,4,?
0.02,0.14,0.28,1075,2316.67,4.06,?
0,0.15,0.5,2450,3925,3.65,?
0.13,0.09,0.93,1350,3650,3.05,?
0.27,0.06,0.95,1716.67,925,2.63,?
0.27,0.14,1.3,3100,975,2.39,?
0.27,0.11,1.53,1475,1920,2.72,?
0.23,0.13,1.21,3650,1430,2.52,?
0.24,0.1,0.67,2300,1180,3.43,?
0.23,0.07,0.4,1250,2600,2.95,?
0.2,0.12,1.04,978.57,1225,3.92,?
0.28,0.07,0.8,1262.5,3325,3.19,?
0.26,0.07,0.97,810,525,2.95,?
0.24,0.06,1.38,2250,525,2.74,?
0.28,0.15,1.24,1716.67,1440,2.62,?
0.31,0.1,1.41,700,2600,2.59,?
0.25,0.14,1.31,1590,2250,2.59,?
0.31,0.14,1.25,2050,2050,2.82,?
0.31,0.1,1.55,1050,2283.33,2.55,?
0.27,0.06,1.49,3175,2133.33,2.28,?
0.27,0.07,1.39,1537.5,1562.5,2.64,?
0.22,0.11,1.53,1050,1850,2.78,?
0.24,0.11,1.27,811.11,1812.5,2.59,?
0.27,0.06,1.5,1550,1416.67,2.73,?
0.21,0.11,1.59,2000,2275,3.06,?
0.28,0.07,1.37,1610,1000,2.91,?
0.09,0.08,-0.57,866.67,325,2.79,?
0,0,0.9,?,250,2.49,?
0,0.03,1.7,?,2350,2.24,?
0,0.1,-0.05,?,2833.33,2.41,?
0,0.1,0.42,?,3250,2.09,?
0,0.01,2.22,?,1333.33,1.93,?
0,0.01,1.99,?,1500,1.93,?
0,0.12,1.87,?,3825,4.67,?
0,0.12,1.05,2925,3725,4.12,?
0,0.1,1.44,2500,1775,4.17,?
0,0.09,1.86,3800,4450,3.41,?
0,0.16,1.09,366.67,2425,3.08,?
0,0.12,2.02,?,3750,3.1,?
0,0.14,1.06,2225,1425,2.71,?
0.12,0.06,2.31,1050,1600,3.57,?
0.28,0.11,1.93,1762.5,1966.67,2.71,?
0.28,0.08,3.06,3100,2025,2.55,?
0.22,0.07,3.38,1680,3075,2.72,?
0.29,0.06,3.48,1450,2700,2.46,?
0.05,0,-0.16,333.33,125,3.8,?
0.12,0.05,1.67,1775,175,3.39,?
0.11,0.13,1.6,450,525,4.03,?
0.08,0.15,1.37,3175,2975,4.65,?
0.09,0.12,2.02,1550,2216.67,4.65,?
0.04,0.01,0.4,350,125,7.29,?
0.05,0.15,2.18,2516.67,1550,3.64,?
0.12,0.12,2.21,1100,625,3.24,?
0.11,0.08,1.84,1812.5,1650,3.43,?
0.16,0.08,1.59,?,?,2.67,?
0.09,0.08,1.64,775,800,3.14,?
0,0,-0.53,225,?,5.93,?
0.11,0.11,1.47,1400,2150,4.28,?
0.12,0.1,1.2,3375,3500,5.01,?
0.06,0.13,1.25,3150,1600,4.64,?
0.12,0.07,1.52,3000,3225,5.1,?
0.02,0.03,0.12,575,1025,8.02,?
0.08,0.09,0.21,600,1025,4.49,?
0.13,0.09,-0.35,2566.67,3325,4.23,?
0.08,0.09,0.4,2775,2675,4.32,?
0.11,0.1,-0.08,300,3825,4.03,?
0.03,0.07,0.15,525,150,6.71,?
0.11,0.07,1.34,525,1800,4.2,?
0.08,0.1,1.62,2362.5,300,4.28,?
0.14,0.12,1.34,2750,1900,3.91,?
0.09,0.12,1.68,1200,1125,4.5,?
0.06,0.03,0.9,?,?,6.54,?
0.09,0.12,-0.05,1050,1400,3.78,?
0.09,0.11,-0.62,1050,525,3.71,?
0.12,0.07,0.05,1587.5,1750,3.42,?
0.09,0.08,-0.03,716.67,1650,3.7,?
0.11,0.13,-0.09,1000,2150,4.07,?
0.14,0.15,-0.16,1000,2650,4.65,?
0.08,0.11,-0.16,2900,3450,3.69,?
0.11,0.12,-0.26,1064.29,2350,3.83,?
0.1,0.14,0.02,1180,1825,4.25,?
0.12,0.13,0.08,950,2650,3.98,?
0.12,0.14,0.22,1550,3400,3.69,?
0.1,0.12,0.1,983.33,2400,3.69,?
0.08,0.13,0.11,1062.5,2483.33,3.53,?
0.07,0.13,0.06,1370,2283.33,3.4,?
0.08,0.15,0.15,1300,3350,3.2,?
0.12,0.14,-0.2,1120,2600,3.73,?
0.14,0.16,0.06,1075,1075,3.7,?
0.09,0.11,-0.09,1075,2200,4.61,?
0.1,0.11,-0.06,1116.67,3400,4.29,?
0.13,0.05,-0.05,1135.71,2275,4.07,?
0.09,0.11,-0.22,1566.67,1825,3.93,?
0.12,0.12,-0.13,1321.43,1925,3.68,?
0.11,0.08,0.03,1366.67,2325,3.79,?
0.07,0.09,-0.14,1358.33,1800,3.59,?
0.08,0.12,-0.12,1000,1933.33,3.47,?
0.13,0.09,-0.1,1700,1775,4.21,?
0.1,0.11,-0.02,250,775,3.76,?
0.12,0.12,-0.12,1810,2066.67,3.83,?
0.08,0.16,0.07,1125,1150,3.82,?
0.11,0.1,-0.02,725,550,3.67,?
0.09,0.07,-0.42,1325,1933.33,3.5,?
0.09,0.11,-0.12,1157.14,2825,3.94,?
0.15,0.09,-0.26,1140,2200,3.93,?
0.1,0.07,-0.27,4550,2650,3.81,?
0.09,0.11,0.01,971.43,2250,3.61,?
0.11,0.1,-0.05,1142.86,2800,3.24,?
0.08,0.14,-0.11,1285.71,1750,3.21,?
0.09,0.13,0.07,1130,2275,3.42,?
0.09,0.19,0.03,1250,3050,3.44,?
0.1,0.07,-0.21,250,2083.33,3.75,?
0.1,0.13,-0.11,1425,2550,3.7,?
0.07,0.11,-0.08,785,2225,4.09,?
0.1,0.07,-0.15,877.78,3950,3.64,?
0.07,0.15,-0.13,1462.5,2925,3.25,?
0.1,0.11,0.05,1558.33,1750,3.58,?
0.07,0.07,0.03,1325,2875,3.48,?
0.08,0.07,0.19,1133.33,1466.67,3.71,?
0.11,0.1,0.12,1390,3475,3.55,?
0.13,0.08,0.1,1150,1750,3.52,?
0.1,0.1,0.02,1830,2275,3.39,?
0.08,0.08,0.2,1316.67,3300,4.14,?
0.13,0.1,0.24,2100,350,3.75,?
0.1,0.11,0.46,1150,2225,3.83,?
0.12,0.08,0.18,1292.86,3375,3.85,?
0.11,0.1,0.35,1350,1650,3.92,?
0.12,0.08,0.32,1125,350,3.77,?
0.1,0.1,0.26,1325,3425,3.57,?
0.11,0.08,0.56,2650,1675,3.64,?
0.13,0.13,0.49,1108.33,2175,3.94,?
0.15,0.06,0.1,1425,1125,3.8,?
0.09,0.08,0.11,1100,550,3.46,?
0.07,0.08,0.23,1380,3625,3.75,?
0.13,0.12,-0.5,2475,1483.33,4.51,?
0.08,0.19,-0.96,1850,2225,4.09,?
0.11,0.09,-1.27,2625,2933.33,3.75,?
0.11,0.1,-1.06,2150,2525,3.91,?
0.09,0.07,-1,1850,550,3.54,?
0.09,0.08,-0.88,2500,2800,3.91,?
0.09,0.09,-1.13,2666.67,2275,3.8,?
0.1,0.13,0.61,2825,700,3.93,?
0.07,0.12,0.56,3175,950,3.88,?
0.12,0.07,0.61,2475,3900,4.65,?
0.1,0.08,0.47,2883.33,3575,4.92,?
0.08,0.12,0.47,2566.67,2083.33,4.33,?
0.11,0.11,0.51,1425,1100,3.93,?
0.12,0.08,0.5,1116.67,2500,4.13,?
0.11,0.06,0.24,920,2116.67,4.53,?
0.04,0.09,1.33,3175,4500,5.29,?
0.01,0.16,1.11,725,2266.67,3.77,?
0,0.17,1.3,2000,1637.5,3.88,?
0.01,0.19,1.14,3900,1530,3.83,?
0.01,0.15,1.06,4475,2783.33,4.34,?
0,0.14,1.07,850,4175,4.15,?
0.02,0.07,1.03,1875,1650,4.16,?
0.04,0.08,1.17,4400,2116.67,4.44,?
0.05,0.09,1.32,4425,1490,4.24,?
0.06,0.11,1.29,600,1290,4.1,?
0.07,0.11,1.36,1566.67,2516.67,4.36,?
0.13,0.08,1.5,1650,2125,4.3,?
0.11,0.09,1.52,1100,2183.33,4.43,?
0.16,0.12,1.42,2333.33,925,4.3,?
0.14,0.04,1.56,1290,1730,4.04,?
0.09,0.05,1.56,1216.67,2275,4.53,?
0.14,0.07,1.62,1320,2500,4.38,?
0.15,0.11,1.52,2400,3800,4.53,?
0.12,0.09,1.6,2466.67,1120,4.73,?
0.1,0.1,1.49,4225,1900,4.54,?
0.12,0.1,1.64,1530,1433.33,4.62,?
0.15,0.11,1.69,1266.67,1900,4.23,?
0.13,0.12,1.87,3625,2450,4.2,?
0.12,0.09,1.77,870,1266.67,3.99,?
0.11,0.07,1.98,2150,2233.33,4.25,?
0.07,0.09,1.8,1475,1370,4.02,?
0.12,0.1,1.78,812.5,2266.67,4.13,?
0.09,0.09,1.85,2716.67,3450,3.83,?
0.13,0.1,1.84,1850,1480,4.01,?
0.07,0.07,1.88,650,950,3.74,?
0.03,0.13,1.32,3300,1625,5.16,?
0.1,0.09,1.14,300,2550,4.47,?
0.06,0.14,1.46,1057.14,2016.67,3.85,?
0.11,0.15,1.23,3075,1366.67,3.87,?
0.11,0.1,1.38,2212.5,3000,4.17,?
0.14,0.14,1.43,2725,2933.33,4.1,?
0.11,0.1,1.4,1483.33,1975,4.08,?
0.12,0.13,1.36,1540,2900,4.29,?
0.13,0.1,1.47,1550,2233.33,3.99,?
0.13,0.11,1.39,945,1330,4.03,?
0.16,0.13,1.66,1650,1237.5,4.08,?
0.17,0.09,1.7,4675,2200,4.25,?
0.19,0.05,1.52,1710,2212.5,3.97,?
0.17,0.08,1.61,600,1370,4.33,?
0.18,0.07,1.61,1975,1725,4.37,?
0.16,0.08,1.66,972.22,2933.33,4.05,?
0.15,0.1,1.7,2450,3425,4.28,?
0.09,0.04,1.79,2216.67,1566.67,4.83,?
0.16,0.07,1.41,1566.67,1883.33,4.49,?
0.08,0.07,1.57,1650,4250,4.67,?
0.09,0.04,1.59,1075,2233.33,4.67,?
0.13,0.08,1.82,2366.67,4825,4.19,?
0.14,0.07,1.85,1050,1475,3.98,?
0.15,0.1,1.7,1071.43,1975,4.19,?
0.12,0.08,1.77,2650,1737.5,3.87,?
0.13,0.11,1.82,1516.67,2925,4.17,?
0.1,0.08,1.92,2625,2212.5,3.99,?
0.12,0.12,1.85,2433.33,1737.5,4.04,?
0.14,0.1,1.87,2366.67,2925,4.09,?
0.09,0.09,1.72,4375,2300,4.02,?
0.05,0.05,1,675,1000,5.31,?
0.05,0.11,1.88,2900,1700,7.42,?
0.09,0.07,1.9,1100,1683.33,7.85,?
0.07,0.11,1.72,1700,1650,8.04,?
0.09,0.11,1.81,1321.43,2150,7.77,?
0.1,0.11,1.81,1375,2262.5,7.64,?
0.1,0.09,1.92,2087.5,2100,7.63,?
0.1,0.11,1.83,1825,2425,7.65,?
0.09,0.15,1.82,2100,2025,7.82,?
0.13,0.12,1.58,3066.67,2150,7.7,?
0.1,0.09,1.67,2066.67,1125,7.67,?
0.12,0.09,1.6,1650,2475,7.72,?
0.09,0.09,1.78,1430,3200,7.74,?
0.14,0.06,1.84,2716.67,1264.29,7.71,?
0.09,0.09,1.96,3500,2616.67,7.71,?
0.12,0.09,1.88,2100,3725,7.23,?
0.1,0.09,1.9,708.33,1591.67,7.55,?
0.1,0.13,1.9,1370,891.67,7.48,?
0.13,0.08,1.87,1408.33,1550,7.5,?
0.13,0.11,1.66,1866.67,2516.67,7.71,?
0.1,0.12,1.55,1280,1750,7.3,?
0.12,0.08,1.88,1366.67,2433.33,7.6,?
0.14,0.1,1.7,2350,1000,7.66,?
0.11,0.1,1.72,1850,1710,7.4,?
0.08,0.09,1.79,1130,990,7.72,?
0.12,0.09,1.73,1425,1283.33,7.49,?
0.07,0.11,1.31,838.89,1150,7.54,?
0.12,0.09,1.54,1690,425,7.71,?
0.06,0.08,1.79,1088.89,2166.67,7.52,?
0.12,0.11,1.7,1333.33,1350,7.4,?
0.11,0.1,1.87,840,1162.5,7.28,?
0.1,0.13,2.23,2350,1883.33,7.54,?
0.06,0.11,1.3,1075,1450,7.89,?
0.15,0.11,1.81,1125,1000,3.96,?
0.08,0.1,1.74,1000,1541.67,3.6,?
0.11,0.11,1.59,4275,3650,3.25,?
0.09,0.12,1.74,1850,3700,3.25,?
0.09,0.1,2,933.33,1975,3.45,?
0.04,0.04,0.56,975,1150,6.42,?
0.13,0.08,2.36,1600,1790,4.33,?
0.06,0.13,2.56,3525,1762.5,4.33,?
0.09,0.11,2.44,1950,1675,4.28,?
0.09,0.11,2.64,625,4275,4.07,?
0.13,0.08,2.52,3575,2400,4.16,?
0.05,0.04,0.83,1500,1166.67,7.21,?
0.11,0.13,1.62,4375,1850,3.04,?
0.14,0.08,1.86,1900,1625,3.38,?
0.09,0.12,1.79,3375,2725,3.43,?
0.12,0.1,1.85,3225,1450,3.39,?
0.08,0.1,1.75,2766.67,2125,3.23,?
0.04,0.03,0.54,500,1050,6.65,?
0.12,0.1,2.61,1125,1750,3.71,?
0.11,0.09,2.45,1025,2062.5,3.86,?
0.1,0.11,2.65,3450,2933.33,4.49,?
0.08,0.12,2.33,1570,2266.67,4.6,?
0.08,0.11,2.27,2750,2275,4.63,?
0.05,0.04,1.06,1675,1700,6.8,?
0.11,0.13,1.87,3325,1866.67,3.49,?
0.11,0.11,2.07,2233.33,2225,3.47,?
0.1,0.11,2.02,1625,3275,3.25,?
0.09,0.09,1.83,2283.33,2825,3.23,?
0.1,0.09,1.78,1487.5,2700,3.43,?
0.09,0.05,1.68,1625,1125,3.63,?
0.06,0.13,2.23,2850,2650,3.8,?
0.1,0.11,2.29,3350,1475,4.11,?
0.13,0.08,2.05,3725,4250,3.81,?
0.11,0.11,2.2,1475,1783.33,4.13,?
0.11,0.1,2.19,3000,3425,4.24,?
0.04,0.02,0.7,475,1200,7.65,?
0.14,0,8.14,267.14,263.51,0.21,?
0.02,0,8.09,250,266.67,0.48,?
0.35,0,8.01,300,248.72,0.12,?
0.4,0,8.01,272.06,293.94,0.05,?
0.13,0,8.04,800,205.21,0.08,?
0.43,0,8,321.67,223.26,0.1,?
0.14,0,8.03,293.94,193.14,0.09,?
0.1,0,8.05,251.28,246.05,0.09,?
0.05,0,2.57,350,305.56,2.06,?
0.03,0.17,0.91,?,818.75,0.13,?
0.03,0.19,0.93,?,1800,0.17,?
0.01,0.12,0.99,?,500,0.23,?
0.07,0.04,1.48,400,225,0.44,?
0.14,0.01,1.42,?,225,0.28,?
0.12,0.08,0.8,?,1625,0.25,?
0.27,0.09,0.81,875,1350,0.36,?
0.16,0.05,0.37,?,380,5.51,?
0.09,0.08,-0.21,1550,1510,4.94,?
0.09,0.11,-0.49,2066.67,1050,4.87,?
0.1,0.13,-0.15,2325,1733.33,5.14,?
0.07,0.09,-0.4,2050,2312.5,4.8,?
0.07,0.09,-0.4,2350,2100,4.8,?
0.06,0.07,-0.58,2050,2050,5.11,?
0.06,0.09,-0.17,3050,1208.33,5.04,?
0.12,0.06,-0.18,2716.67,2366.67,5.12,?
0.08,0.08,-0.04,2075,1733.33,5,?
0.08,0.12,-0.15,1171.43,2733.33,5.01,?
0.1,0.09,-0.19,2050,1321.43,4.8,?
0.11,0.12,-0.02,2700,2125,4.59,?
0.11,0.1,-0.18,3100,1550,4.74,?
0.11,0.15,-0.17,1550,3675,4.57,?
0.12,0.12,-0.22,2600,1366.67,4.82,?
0.14,0.11,-0.14,2083.33,1825,4.8,?
0.14,0.14,-0.24,4200,1680,4.45,?
0.08,0.11,-0.16,1416.67,1812.5,4.66,?
0.13,0.12,-0.14,1600,1562.5,4.74,?
0.14,0.13,-0.04,2525,1787.5,4.93,?
0.05,0.09,-0.16,3150,2100,5.12,?
0.1,0.07,-0.37,1716.67,1716.67,5.13,?
0.11,0.11,-0.16,2100,2125,5.33,?
0.15,0.08,0.03,2125,3625,4.91,?
0.14,0.1,-0.13,1487.5,1350,5.1,?
0.09,0.09,-0.31,1040,1025,4.79,?
0.1,0.09,-0.08,4200,1837.5,5.06,?
0.1,0.07,0.04,3125,2433.33,4.93,?
0.14,0.06,0,3125,3100,5.09,?
0.12,0.12,0.16,2150,2466.67,4.92,?
0.12,0.11,0.11,2466.67,3175,4.77,?
0.09,0.15,0.01,1416.67,1783.33,5.61,?
0.06,0.13,-0.1,1875,3450,5.08,?
0.11,0.09,-1.38,1066.67,1737.5,9.63,?
0.1,0.1,-1.58,2350,2350,9.64,?
0.13,0.11,-1.05,1800,1400,9.54,?
0.12,0.08,-1.09,2750,1175,9.72,?
0.08,0.15,-0.97,2600,2600,9.81,?
0.11,0.1,-1.08,3550,2883.33,9.88,?
0.13,0.11,-1.34,2916.67,3950,9.59,?
0.09,0.09,-1.41,3900,1133.33,9.78,?
0.11,0.13,-1.5,1550,3500,9.91,?
0.12,0.08,-1.24,1766.67,2300,9.65,?
0.09,0.09,-1.5,3125,3500,10.03,?
0.08,0.1,-1.14,1510,2275,10.06,?
0.06,0.11,-0.96,1235.71,1175,9.81,?
0.07,0.11,-0.79,1033.33,1550,9.99,?
0.08,0.08,-1.13,2033.33,2050,9.66,?
0.09,0.06,-1.41,2266.67,2300,9.69,?
0.07,0.1,-2.09,1750,3425,10.03,?
0.11,0.08,-1.65,1850,3375,10.06,?
0.11,0.06,-1.84,1220,3025,10.24,?
0.11,0.1,-1.4,3150,3475,9.9,?
0.08,0.14,-1.91,1950,1550,10.11,?
0.08,0.12,-1.63,2250,1780,10.23,?
0.08,0.11,-1.84,1337.5,2250,10.39,?
0.07,0.16,-1.92,1233.33,2783.33,10.34,?
0.13,0.08,-1.94,1137.5,3000,9.94,?
0.13,0.12,-1.92,2783.33,2033.33,10.03,?
0.15,0.07,-2.04,1550,2316.67,10.07,?
0.17,0.11,-2.13,1366.67,1925,10.19,?
0.15,0.12,-1.46,1912.5,1816.67,10.05,?
0.03,0.05,-0.11,433.33,1150,10.45,?
0.13,0.12,-0.21,1366.67,3575,5.55,?
0.12,0.11,-0.03,1366.67,2383.33,4.96,?
0.11,0.09,-0.31,925,1525,5.46,?
0.07,0.1,-0.1,1275,2716.67,5.51,?
0.11,0.07,-0.09,1666.67,2000,5.23,?
0.13,0.13,-0.37,2825,2550,5.36,?
0.12,0.05,-0.23,2037.5,2716.67,5.06,?
0.13,0.12,-0.32,2012.5,3550,5.32,?
0.14,0.11,-0.23,2475,1025,5.12,?
0.09,0.1,-0.37,1075,2700,4.88,?
0.08,0.09,-0.28,3200,3700,4.74,?
0.1,0.13,-0.31,1575,2675,4.77,?
0.09,0.11,-0.31,3075,1550,4.84,?
0.08,0.12,-0.27,2100,2075,5.05,?
0.09,0.15,-0.13,1025,2766.67,4.75,?
0.11,0.08,-0.18,2083.33,1837.5,5.05,?
0.12,0.1,-0.05,3175,3175,4.56,?
0.12,0.11,-0.07,2150,1940,4.82,?
0.12,0.12,-0.16,1575,3675,4.8,?
0.08,0.06,-0.16,3625,2075,5.26,?
0.09,0.08,-0.15,1050,1575,5.03,?
0.09,0.14,-0.32,2450,2125,4.94,?
0.11,0.14,-0.21,2100,2450,4.93,?
0.1,0.14,0.01,3216.67,1930,5.08,?
0.11,0.06,-0.03,1575,2466.67,4.73,?
0.09,0.14,-0.22,1862.5,1766.67,4.76,?
0.1,0.11,0,4275,3200,5.09,?
0.09,0.11,-0.09,3200,3200,4.92,?
0.12,0.14,-0.28,3700,2833.33,4.58,?
0.09,0.09,-0.08,2116.67,3175,4.5,?
0.08,0.11,-0.07,1075,1690,4.88,?
0.04,0.05,-0.06,1100,1625,7.11,?
0.12,0.13,-1.6,2066.67,4300,9.55,?
0.16,0.1,-1.74,1566.67,4250,9.87,?
0.16,0.09,-1.73,750,2725,10.06,?
0.14,0.1,-1.63,3750,2766.67,10.05,?
0.12,0.13,-1.18,1825,2100,9.75,?
0.13,0.09,-1.62,2333.33,3900,9.93,?
0.14,0.12,-2.09,1500,1483.33,9.99,?
0.11,0.1,-2.41,1783.33,3075,9.98,?
0.12,0.07,-2.52,3400,2300,9.88,?
0.15,0.1,-2.14,1380,1925,9.9,?
0.09,0.12,-2.05,1112.5,3400,9.93,?
0.12,0.1,-2.06,1125,3025,10.12,?
0.1,0.11,-1.44,1540,1550,9.91,?
0.09,0.14,-1.46,1350,1887.5,10.03,?
0.11,0.12,-1.66,1710,1562.5,9.79,?
0.07,0.1,-1.42,1233.33,1475,10.04,?
0.08,0.11,-1.36,3850,2050,9.91,?
0.09,0.07,-1.59,1000,1500,10.2,?
0.1,0.13,-1.16,3375,1190,10.12,?
0.08,0.09,-1.79,1383.33,2016.67,9.99,?
0.08,0.09,-2.01,3775,1525,10.04,?
0.09,0.13,-1.98,3025,1500,10.11,?
0.09,0.11,-1.77,1025,2483.33,9.95,?
0.05,0.12,-1.89,3000,2233.33,10.17,?
0.1,0.11,-2.18,2750,2250,10.11,?
0.09,0.07,-1.64,1292.86,2516.67,9.91,?
0.07,0.07,-1.78,2250,2575,10.13,?
0.07,0.14,-1.91,1850,1850,9.98,?
0.07,0.09,-1.32,1687.5,1525,10.16,?
0.08,0.1,-2.04,1850,2350,10.03,?
0.01,0.01,0.04,?,?,12.35,?
0.12,0.08,0.25,2037.5,1600,4.25,?
0.07,0.08,0.33,3575,3800,4.41,?
0.1,0.1,0.49,1325,1950,4.66,?
0.09,0.09,0.51,775,1700,4.63,?
0.12,0.15,0.39,3500,3375,4.38,?
0.02,0.02,-0.12,300,350,8.34,?
0.11,0.11,1.34,1666.67,2200,4.22,?
0.13,0.07,1,2150,2816.67,4.14,?
0.08,0.1,1.01,3750,2200,4.46,?
0.08,0.12,0.93,1050,875,4.6,?
0.05,0.06,0.14,1216.67,1325,6.43,?
0.09,0.1,0.58,2375,3850,4.59,?
0.08,0.08,0.9,3700,2616.67,4.72,?
0.09,0.1,0.58,500,1275,4.67,?
0.15,0.1,0.85,3125,1900,4.76,?
0.1,0.1,0.31,2416.67,2975,4.56,?
0.01,0.02,0.1,450,300,8.38,?
0.13,0.07,1.44,1937.5,1625,3.54,?
0.09,0.11,1.21,1591.67,3450,4.14,?
0.09,0.11,1.19,1450,1450,3.97,?
0.11,0.1,0.82,3250,2250,3.79,?
0.05,0.05,0.85,725,650,6.1,?
0.11,0.12,0.63,375,4000,4.32,?
0.1,0.13,1.02,3000,1233.33,4.57,?
0.09,0.08,0.72,4025,3925,4.77,?
0.11,0.1,0.93,1000,2825,4.87,?
0.11,0.08,1.07,1275,1600,5.15,?
0.03,0.04,0.11,550,1125,7.32,?
0.12,0.11,1.63,3133.33,1775,4.03,?
0.1,0.1,1.26,2475,2150,4.3,?
0.1,0.11,1.41,1662.5,2516.67,4.38,?
0.12,0.1,1.18,725,1760,4.42,?
0.05,0.06,0.76,1150,2600,5.43,?
0.1,0.14,0.88,725,1437.5,4.2,?
0.08,0.11,1.27,466.67,2183.33,4.47,?
0.12,0.08,1.06,1883.33,4400,4.8,?
0.11,0.12,1.04,2700,3325,4.97,?
0.1,0.08,0.96,860,3900,5.06,?
0.05,0.05,0.49,783.33,1200,6.97,?
0.13,0.15,1.13,2775,3100,3.95,?
0.12,0.11,1.05,4475,3375,4.49,?
0.11,0.08,0.98,1333.33,2850,4.15,?
0.08,0.11,0.98,2550,933.33,4.32,?
0.06,0.08,1.01,966.67,2550,4.39,?
0.16,0.43,-0.59,?,2616.67,0.18,?
0.22,0.12,0.18,4350,2900,0.4,?
0.01,0.01,-0.87,?,?,0.07,?
0.07,0.07,1.19,?,933.33,0.21,?
0.17,0,1.49,?,217.05,0.04,?
0.31,0,1.48,?,203.13,0.04,?
0.13,0.13,0.37,?,2525,0.2,?
0.03,0.01,0.72,?,2925,3.82,?
0.07,0.06,2.67,1216.67,1575,3.95,?
0.12,0.09,2.18,2400,2566.67,3.52,?
0.1,0.14,2.1,2816.67,1470,3.51,?
0.06,0.13,2.14,2200,2100,3.22,?
0.08,0.12,2.19,1258.33,1816.67,3.1,?
0.08,0.15,2.2,2225,1375,3.14,?
0.09,0.09,2.49,1737.5,2216.67,2.71,?
0.09,0.1,2.15,3133.33,1066.67,3.17,?
0.09,0.14,2.22,1525,1287.5,3.66,?
0.07,0.09,2.39,2000,1590,3.61,?
0.11,0.11,2.29,2025,1005.56,3.62,?
0.13,0.11,2.35,1810,2262.5,3.68,?
0.11,0.1,2.16,2666.67,2025,3.93,?
0.14,0.1,2.12,2525,1341.67,4,?
0.11,0.06,2.18,2950,1780,3.92,?
0.1,0.11,2.27,1725,1500,4.07,?
0.1,0.07,2.2,2450,1633.33,3.9,?
0.09,0.08,2.22,2012.5,2666.67,3.99,?
0.13,0.1,2.23,4400,1712.5,3.83,?
0.09,0.1,2.31,1666.67,1000,3.85,?
0.13,0.1,2.36,1475,1341.67,3.63,?
0.11,0.09,2.17,1307.14,1820,3.84,?
0.1,0.07,2.06,1525,1516.67,3.97,?
0.14,0.12,2.24,3525,2683.33,4.04,?
0.08,0.09,2.18,2666.67,1500,3.99,?
0.09,0.1,2.24,1000,1950,4.28,?
0.1,0.08,2.29,2266.67,1242.86,3.92,?
0.11,0.15,2.31,2350,1285.71,4.05,?
0.08,0.13,2.42,1475,1590,3.76,?
0.1,0.13,2.34,1010,1508.33,3.67,?
0.09,0.1,2.23,3075,1185.71,3.47,?
0.07,0.13,2.43,675,1812.5,3.23,?
0.06,0.15,2.24,3075,2350,3.39,?
0.08,0.14,2.2,2200,1087.5,3.19,?
0.09,0.13,2.26,2683.33,2325,2.47,?
0.1,0.13,2.2,1483.33,1600,2.92,?
0.1,0.11,2.14,1312.5,1575,3.27,?
0.1,0.11,2.3,2783.33,1550,3.18,?
